to_randomly_generated_account,frequency,monetary,recency
83989,13,67.0,1.0
83991,28,174.15,2.0
83997,15,106.8,5.0
83998,19,109.05,0.0
84000,2,11.0,0.0
84020,12,483.5,5.0
84025,6,33.0,0.0
84041,16,91.65,1.0
84051,18,719.0,5.0
84058,31,184.0,2.0
84061,15,86.0,4.0
84070,32,203.65,0.0
8408,12,74.0,9.0
84090,12,68.0,0.0
84110,22,1411.51,2.0
84112,16,105.5,5.0
84119,15,93.8,0.0
84124,30,200.84,5.0
84128,7,38.0,0.0
8413,11,57.7,0.0
84131,33,265.41,0.0
84132,23,125.15,0.0
84134,10,59.5,6.0
84136,26,190.94,0.0
84138,25,144.45,7.0
84143,25,131.05,4.0
84151,15,1010.49,3.0
84157,18,127.64,6.0
84162,10,48.45,3.0
84169,26,2073.0,0.0
8418,2,9.5,5.0
84184,24,155.0,0.0
84189,19,923.0,0.0
8419,19,113.2,1.0
84192,32,1419.71,0.0
84193,15,133.65,0.0
84208,13,65.7,0.0
84217,17,104.65,0.0
84220,19,114.5,9.0
84224,27,872.0,6.0
84231,16,95.0,7.0
84233,5,31.5,0.0
8424,13,72.0,0.0
84242,9,59.25,9.0
84251,19,106.0,5.0
84262,15,94.5,0.0
84283,24,117.15,5.0
84286,18,106.95,5.0
84290,16,95.95,2.0
84298,15,82.7,13.0
84302,20,2065.5099999999998,2.0
84309,13,59.0,2.0
8431,15,116.32,5.0
84316,27,1576.5,0.0
84324,21,128.6,1.0
84325,7,37.0,0.0
84326,20,1101.9,7.0
84327,26,2114.25,2.0
84336,22,157.66,0.0
84354,25,133.5,0.0
84355,16,110.95,0.0
84358,18,97.7,0.0
84363,3,45.28,3.0
84377,31,2188.09,0.0
8438,20,112.0,7.0
84388,14,631.9699999999999,0.0
84398,37,2079.7400000000002,1.0
84410,16,85.25,3.0
84411,22,894.0,1.0
84414,14,89.0,0.0
84417,27,147.7,5.0
8442,9,55.4,0.0
84430,8,44.4,7.0
84432,8,49.0,6.0
84437,37,198.5,0.0
84438,20,113.8,0.0
84450,31,192.9,2.0
84452,8,52.8,0.0
84454,21,122.5,0.0
84455,23,152.5,0.0
84459,8,42.5,6.0
84472,19,107.45,2.0
84479,4,19.15,20.0
84484,29,163.15,5.0
84486,19,128.0,0.0
8449,32,2088.7,1.0
84496,24,1077.1100000000001,0.0
84498,11,1022.3299999999999,6.0
84500,8,43.5,9.0
84504,17,760.5,9.0
84510,22,133.45,5.0
84525,13,69.3,12.0
84531,23,142.0,5.0
84535,27,208.4,6.0
8454,12,59.55,6.0
84541,15,90.0,5.0
84550,11,67.0,9.0
84553,27,158.5,1.0
84554,14,67.5,1.0
84574,13,118.08,1.0
84579,15,89.4,1.0
84583,16,92.15,1.0
84585,27,163.5,0.0
84594,23,1970.0,0.0
84603,21,126.0,1.0
84606,18,93.15,1.0
84609,8,48.0,2.0
84613,14,73.65,0.0
84615,14,732.13,6.0
84618,20,736.2,0.0
84625,17,91.25,1.0
84632,20,108.75,0.0
84641,27,671.1,0.0
84655,21,152.41,0.0
84658,19,110.15,12.0
84683,20,122.5,1.0
84687,31,185.5,0.0
84699,13,81.5,0.0
8470,12,79.65,2.0
84702,37,1675.75,5.0
84707,15,97.0,1.0
84708,21,123.4,1.0
8472,21,114.5,0.0
84726,26,139.9,0.0
8473,5,42.0,0.0
8474,21,1075.05,1.0
84740,18,161.8,0.0
8475,12,67.0,5.0
84757,21,127.5,6.0
84763,28,190.32999999999998,0.0
84766,14,1286.8600000000001,2.0
84779,14,96.5,4.0
84785,22,131.4,3.0
84786,11,62.5,0.0
84787,22,937.6400000000001,2.0
84791,27,302.15,2.0
84795,12,128.96,4.0
84802,20,112.95,1.0
84803,22,1784.5,0.0
84818,16,102.15,5.0
84822,24,20547.0,0.0
84823,16,101.0,4.0
84824,27,1600.3,6.0
84826,23,2096.14,2.0
84840,22,189.59,3.0
84857,22,529.05,4.0
84858,10,59.0,12.0
84860,43,264.65,0.0
84863,18,1409.06,0.0
8487,27,2530.0,2.0
84870,26,1112.65,0.0
84876,18,105.66,0.0
84878,29,2169.5,2.0
84880,16,89.5,0.0
8489,10,66.0,6.0
84893,17,103.0,6.0
84895,3,329.0,20.0
84897,14,76.65,11.0
84905,17,98.2,6.0
84925,19,107.0,0.0
84926,1,5.5,
84931,26,642.0,0.0
84934,3,15.0,7.0
84945,18,109.0,0.0
84946,15,1906.8400000000001,2.0
84947,22,126.4,0.0
84948,13,88.5,0.0
84949,20,1009.35,0.0
84959,8,48.0,6.0
84961,36,216.35,0.0
84985,15,74.3,2.0
84999,29,188.0,5.0
8501,23,127.95,0.0
85014,28,213.45,0.0
85023,20,109.45,0.0
85030,10,57.0,0.0
85037,5,30.0,1.0
85045,8,55.0,11.0
85054,11,1118.5,3.0
85059,16,96.5,0.0
8506,22,1471.29,0.0
85061,19,506.65,2.0
85062,17,127.73,5.0
85064,18,3206.95,0.0
8507,13,1072.7,2.0
85072,19,532.5,5.0
85079,28,148.4,0.0
85083,9,50.5,1.0
85084,29,1551.6,0.0
85092,6,30.5,3.0
85096,6,972.4,4.0
85119,21,124.5,5.0
85124,25,172.0,3.0
85130,16,110.72,1.0
85144,18,113.0,11.0
85149,26,148.9,0.0
85153,4,24.5,1.0
85162,28,212.61,0.0
85169,39,262.2,0.0
85170,15,2530.0,0.0
85171,15,97.0,1.0
85179,15,85.0,0.0
8518,22,140.5,0.0
85181,15,94.0,1.0
85182,1,1.45,
85194,5,27.0,0.0
85197,8,69.45,1.0
85199,17,108.0,1.0
85200,28,163.5,0.0
85204,10,54.5,0.0
85207,18,103.8,0.0
85221,17,94.45,1.0
85231,32,2104.6800000000003,0.0
85247,36,230.95,0.0
85251,16,95.5,5.0
85262,32,216.05,5.0
85270,17,132.78,6.0
85273,9,45.0,6.0
85278,23,132.15,2.0
85292,21,1357.0,5.0
85293,9,59.0,1.0
85294,15,89.05,0.0
85296,6,40.0,4.0
85311,28,1652.65,0.0
85314,14,102.96000000000001,0.0
85323,27,148.75,4.0
85332,19,108.75,0.0
85334,28,162.45,5.0
85335,10,57.0,1.0
85342,22,158.77,0.0
85345,24,167.57,0.0
85346,22,121.0,0.0
8535,23,146.0,2.0
85356,16,89.95,1.0
85362,24,153.5,0.0
85368,32,176.7,5.0
85374,22,120.95,6.0
85378,7,50.0,5.0
85391,36,217.7,5.0
85406,3,18.0,0.0
85410,21,113.5,1.0
85411,4,22.0,2.0
85422,14,81.75,3.0
85436,22,110.35,3.0
85442,28,19035.5,5.0
85455,30,1415.1,0.0
85457,17,1809.0,2.0
85463,32,193.95,0.0
85471,24,2640.26,5.0
85477,12,68.5,0.0
85489,13,73.4,0.0
8549,8,44.65,17.0
85491,21,738.5,0.0
85492,19,190.28,0.0
85499,15,120.1,5.0
85508,17,94.1,2.0
85517,16,88.8,4.0
85519,19,315.25,3.0
85529,17,99.0,0.0
85531,26,2301.35,0.0
85532,24,147.2,5.0
85534,29,282.96,0.0
85536,15,79.9,5.0
85538,21,193.88,8.0
85539,25,150.5,0.0
85542,23,204.76,0.0
85545,20,107.95,0.0
85548,14,143.66,0.0
85550,40,45113.5,2.0
85553,5,29.5,6.0
8556,16,106.47,0.0
85563,18,107.5,0.0
85568,13,1595.0,6.0
8557,24,1404.5,0.0
85593,23,128.4,4.0
85604,30,180.0,0.0
85615,12,71.95,5.0
85621,25,146.35,0.0
85635,3,27.0,0.0
8564,8,44.5,0.0
85642,25,995.0,0.0
85643,29,1529.64,0.0
8565,10,58.5,3.0
85659,19,676.49,2.0
85660,18,148.34,3.0
85664,11,894.0,1.0
85673,15,78.45,0.0
8568,9,57.0,2.0
85684,20,127.5,5.0
85686,19,109.0,2.0
85691,22,139.0,5.0
85701,3,16.5,7.0
8572,28,1076.25,0.0
85734,18,105.9,1.0
85755,20,150.23,0.0
85764,19,127.05,0.0
85767,5,30.0,0.0
85774,11,86.44,0.0
85796,21,729.45,2.0
85824,15,103.5,0.0
8583,15,157.01,0.0
85864,13,753.0,1.0
85883,13,96.15,0.0
85885,21,123.45,0.0
85896,8,56.5,1.0
85898,17,1290.5,6.0
85899,19,127.96,6.0
85902,16,135.13,1.0
85909,15,97.43,2.0
85911,13,76.9,0.0
85916,16,109.03,1.0
85917,16,102.0,3.0
85921,13,78.0,0.0
85945,23,131.9,0.0
85948,18,166.4,2.0
85955,29,174.45,5.0
85958,18,162.09,0.0
85971,16,737.85,1.0
85983,18,97.55,0.0
85987,11,65.5,0.0
85989,13,73.0,0.0
86004,16,91.5,2.0
86008,30,25700.55,0.0
86009,20,116.3,0.0
86025,14,79.0,1.0
8603,19,97.15,0.0
86030,3,22.5,8.0
86032,35,217.12,0.0
86035,13,75.0,0.0
86046,15,84.4,1.0
86057,14,100.5,0.0
86064,18,101.0,1.0
8607,7,669.17,0.0
86072,7,40.15,5.0
86073,10,55.15,0.0
86107,2,11.0,1.0
8612,5,26.0,2.0
86121,14,86.7,4.0
86124,19,1459.0,7.0
86134,28,1759.87,2.0
86141,15,109.0,0.0
86146,22,128.15,0.0
86153,27,166.05,2.0
86156,17,97.0,0.0
86161,13,1663.57,2.0
86178,25,1342.0,3.0
8619,13,74.5,6.0
86194,18,108.0,0.0
86195,17,16205.5,3.0
86199,23,1882.3,0.0
86202,28,183.5,0.0
86203,6,71.72,3.0
8621,4,10.899999999999999,4.0
86210,4,19.45,8.0
86211,34,2038.4,1.0
86213,28,1023.05,2.0
86214,20,150.34,0.0
86227,17,110.5,0.0
86229,17,908.5,4.0
8623,13,64.9,1.0
86237,14,70.45,0.0
86248,8,79.36,0.0
8625,26,149.0,3.0
86253,10,57.5,13.0
86256,20,109.0,5.0
8626,12,68.15,4.0
86267,14,77.5,0.0
86269,25,144.3,1.0
86272,16,846.0,0.0
86278,29,1152.7,6.0
86294,10,60.0,5.0
86299,17,104.0,0.0
86308,30,740.0,0.0
86319,34,191.0,0.0
86320,13,90.35,1.0
86321,13,71.65,0.0
86322,28,2320.0,0.0
86326,39,233.85,0.0
8633,19,98.95,0.0
86333,15,131.2,1.0
86352,41,1642.45,0.0
86355,6,34.0,7.0
86356,4,26.5,1.0
86358,23,133.65,5.0
86366,19,115.0,5.0
8637,13,98.0,14.0
86380,24,141.5,0.0
86381,14,84.65,2.0
86396,13,67.15,0.0
86399,19,107.1,7.0
86401,12,67.65,0.0
86403,22,1777.4,0.0
86406,21,128.0,1.0
86414,30,191.5,0.0
86417,16,82.4,6.0
86425,17,87.4,1.0
86429,22,151.5,0.0
86434,16,124.49,1.0
86436,32,177.95,5.0
86440,21,644.7199999999999,0.0
86448,23,1003.15,2.0
86455,13,77.5,4.0
86456,6,36.0,0.0
86458,9,57.0,4.0
86461,20,170.6,3.0
86466,10,61.5,1.0
86475,25,1193.9,0.0
86476,17,89.55,0.0
86503,24,131.5,0.0
86519,12,70.0,1.0
8652,21,633.46,7.0
86521,8,46.5,2.0
86530,30,1277.65,0.0
86539,37,3656.8,2.0
8655,26,232.24,1.0
86551,18,111.5,2.0
86554,17,168.28,0.0
86557,2,10.5,14.0
86558,8,59.0,9.0
86560,26,172.0,0.0
86565,20,98.9,0.0
86572,10,114.32,5.0
86577,22,1392.91,0.0
86578,12,65.3,0.0
86580,13,72.0,0.0
86583,9,2247.5,2.0
86597,24,141.6,0.0
8661,12,71.0,10.0
86624,29,257.47,0.0
86637,5,809.84,5.0
86648,34,198.5,0.0
86649,18,184.86,0.0
86656,28,318.49,2.0
86659,23,876.0,6.0
86662,17,1014.5,1.0
86678,15,80.0,0.0
8668,23,2546.55,3.0
86693,24,128.55,1.0
86698,13,75.15,0.0
86706,19,120.5,5.0
86710,5,28.5,0.0
86715,29,167.45,2.0
86723,20,155.46,0.0
86739,9,49.5,0.0
86767,26,176.0,0.0
86772,20,112.25,0.0
86782,1,9.0,
86793,16,93.0,0.0
86800,19,1290.66,1.0
86803,13,67.75,3.0
86805,15,104.0,1.0
86809,16,815.5,2.0
86810,30,239.97,0.0
86819,8,3520.65,22.0
8682,8,40.7,0.0
86821,9,789.0,6.0
8683,9,721.5,6.0
86872,18,93.5,0.0
86881,24,133.35,5.0
86885,16,97.9,0.0
86899,26,157.4,5.0
8691,22,153.5,0.0
86916,17,96.9,6.0
86922,28,174.0,0.0
86927,10,977.5,0.0
86933,7,43.5,0.0
86934,14,86.1,0.0
86959,12,66.5,1.0
86964,17,145.22,6.0
86965,7,39.05,0.0
86967,26,3679.8,0.0
86969,18,106.5,0.0
86984,30,169.5,5.0
86985,12,105.62,0.0
87005,43,247.1,0.0
87006,12,590.33,6.0
87007,9,59.0,0.0
8701,14,76.7,3.0
87011,26,189.0,0.0
87015,9,53.5,1.0
87017,23,150.0,5.0
87018,35,1108.15,2.0
87025,21,1398.5,0.0
87026,25,824.25,0.0
87036,29,1591.1,1.0
8704,28,246.32,12.0
87048,32,1463.0,0.0
87054,14,84.5,1.0
87056,11,66.05,8.0
87061,12,1216.75,7.0
87068,18,135.82999999999998,1.0
87072,19,108.5,0.0
87073,50,55620.0,0.0
87079,14,74.3,5.0
87080,12,71.5,8.0
87087,15,653.84,2.0
87098,10,53.95,1.0
87107,21,116.15,0.0
87108,27,156.3,0.0
87118,18,97.4,0.0
87125,20,112.2,0.0
87165,19,158.54,0.0
87169,24,147.5,0.0
87174,22,133.5,1.0
87175,29,1587.0,6.0
8718,8,48.5,6.0
8719,14,86.5,1.0
87195,23,115.6,3.0
87199,18,113.28,3.0
8720,28,203.57999999999998,0.0
87203,8,43.45,0.0
87207,19,801.16,0.0
87217,23,144.95,0.0
87218,11,67.5,0.0
87226,23,1361.19,1.0
87250,24,226.72,0.0
87252,17,90.45,1.0
87262,22,197.09,7.0
87263,23,2105.44,0.0
87264,26,151.5,0.0
87271,4,18.0,0.0
87273,13,92.16,1.0
87301,24,154.5,0.0
87302,10,54.5,2.0
87308,20,122.7,0.0
87324,6,72.57,2.0
87330,25,141.12,0.0
87332,24,1974.0,4.0
87344,9,55.5,7.0
87355,15,91.0,2.0
87369,3,13.15,7.0
87372,15,99.5,0.0
87381,30,179.5,0.0
87388,16,96.3,0.0
87390,11,7988.0,1.0
87398,15,591.0,6.0
8741,18,109.5,0.0
87425,15,128.81,1.0
87427,17,106.0,0.0
87434,24,152.25,0.0
87438,14,74.55,12.0
87439,27,191.82,5.0
8744,20,114.0,0.0
87459,21,161.13,6.0
87469,10,59.5,1.0
87486,13,66.45,11.0
87495,11,1168.4,0.0
87516,20,118.0,1.0
87528,18,107.8,9.0
87531,29,227.64,0.0
87539,35,226.5,0.0
87545,18,101.0,1.0
87547,42,249.5,0.0
87548,18,1061.0,0.0
87549,34,213.5,0.0
87568,14,74.55,0.0
87578,28,1590.45,3.0
87579,5,27.5,0.0
87582,22,121.35,0.0
87595,24,132.0,3.0
87597,14,77.2,3.0
87599,12,99.26,1.0
87604,7,33.5,19.0
87605,18,1604.65,2.0
87615,22,149.5,0.0
87617,16,90.4,1.0
87632,10,56.5,7.0
87633,26,142.85,0.0
8764,18,775.77,4.0
87646,17,114.5,0.0
87651,11,70.0,6.0
87657,29,169.5,0.0
87662,23,125.15,0.0
87668,21,146.5,1.0
87674,28,1162.65,1.0
87679,24,130.0,5.0
87692,13,81.0,5.0
87694,17,100.0,8.0
87713,6,525.0,1.0
87718,17,102.5,0.0
87725,15,86.5,2.0
87731,15,90.0,5.0
87733,29,230.17,3.0
87738,40,837.0,0.0
87747,15,791.5,5.0
87755,25,141.65,2.0
87762,9,67.73,7.0
87764,15,93.0,0.0
87765,39,228.0,0.0
87766,12,1042.75,0.0
87768,21,597.97,0.0
87769,18,152.61,0.0
87770,26,159.0,0.0
87771,23,154.92000000000002,0.0
87772,32,259.99,0.0
87778,13,70.5,5.0
87779,21,108.95,0.0
87805,20,112.5,5.0
87814,27,157.0,6.0
87815,22,145.0,4.0
87821,13,83.00999999999999,3.0
87837,13,120.75999999999999,0.0
87845,10,44.85,3.0
87847,32,2451.34,1.0
87850,17,102.5,0.0
87852,22,199.0,0.0
87861,18,116.11,2.0
87865,16,1322.0,5.0
87867,18,110.5,6.0
87873,15,93.0,1.0
87886,8,55.5,12.0
87911,13,73.5,6.0
87926,27,158.5,0.0
87935,25,168.93,0.0
87944,24,2126.5,0.0
87954,21,135.34,0.0
87971,28,202.73,5.0
87980,11,68.5,0.0
87995,27,281.57,0.0
88001,30,173.0,0.0
88004,16,90.9,7.0
88009,20,123.6,1.0
8801,39,280.77,4.0
88014,17,81.85,6.0
88017,23,176.45000000000002,1.0
88020,16,98.8,13.0
88025,22,1061.83,1.0
88027,28,842.9399999999999,0.0
88029,21,138.5,5.0
88041,29,180.5,4.0
88042,3,23.5,13.0
88049,18,119.2,0.0
88064,22,2360.55,0.0
88071,10,85.28,5.0
88076,7,58.03,12.0
88080,14,77.5,0.0
88084,9,60.0,15.0
88088,14,565.05,1.0
8809,15,1404.0,3.0
88109,10,53.5,1.0
88122,17,87.2,0.0
88124,33,206.3,0.0
88126,10,55.15,3.0
88146,26,152.45,0.0
88148,21,300.96,5.0
8815,35,7448.8,0.0
88151,10,54.95,0.0
88155,7,822.5,7.0
88170,9,57.5,9.0
88188,26,775.0,3.0
88189,40,274.67,0.0
88192,22,153.0,2.0
88203,21,690.4,1.0
88204,12,70.5,7.0
88219,23,498.91,0.0
88239,10,64.55,7.0
88244,11,69.95,1.0
88245,12,73.0,5.0
8825,15,74.95,1.0
88253,24,137.15,5.0
88255,33,204.0,0.0
88257,28,960.0,0.0
88266,18,104.95,0.0
88267,10,72.0,3.0
88281,8,51.5,5.0
88283,4,24.5,0.0
88284,24,538.5,6.0
88298,5,28.55,2.0
8830,7,34.15,1.0
88301,40,3198.65,4.0
88314,15,549.78,0.0
88315,11,59.8,1.0
88316,21,113.25,1.0
88339,13,79.5,1.0
88344,16,102.0,5.0
88345,14,87.5,1.0
88350,18,107.0,0.0
88363,18,97.45,0.0
88371,23,126.15,0.0
88373,23,186.96,5.0
88374,15,90.65,4.0
88378,27,164.25,0.0
88384,10,56.0,0.0
88385,27,151.9,0.0
88389,18,139.11,6.0
88390,14,81.5,1.0
88391,21,110.7,0.0
88403,13,133.89000000000001,5.0
88410,4,22.65,1.0
88411,14,581.0,3.0
88412,23,1638.5,0.0
88416,1,9.0,
88418,11,73.0,0.0
88429,33,1525.8700000000001,0.0
88436,5,26.5,0.0
88448,23,121.1,0.0
88462,12,60.1,2.0
8847,36,200.55,0.0
88477,28,164.0,1.0
88481,18,125.77,3.0
88491,12,70.5,0.0
88494,23,145.0,5.0
88519,12,67.15,6.0
88526,25,1095.2,0.0
88528,19,145.76,1.0
88539,21,111.5,1.0
88540,12,65.65,0.0
88554,11,64.45,5.0
88555,29,2656.9,0.0
88558,29,194.5,0.0
88560,10,1453.0,5.0
88564,6,40.0,27.0
88568,15,719.45,6.0
88569,25,142.95,0.0
88580,26,157.35,0.0
88582,25,157.45,0.0
88583,10,51.5,0.0
88594,11,60.5,0.0
88598,12,64.0,0.0
88603,10,102.39,3.0
88630,42,976.79,5.0
88633,29,165.0,0.0
88637,18,116.0,5.0
8864,18,123.0,2.0
8865,6,31.0,6.0
88664,26,25279.5,2.0
88673,16,95.6,0.0
88676,35,230.1,5.0
88678,18,96.75,0.0
88687,18,104.5,0.0
88697,17,138.66,0.0
88698,21,168.55,3.0
88700,9,473.75,20.0
88704,15,95.0,5.0
88706,15,84.0,5.0
88707,40,302.16,0.0
88709,14,94.5,0.0
88710,10,51.0,0.0
88721,23,156.99,0.0
88729,26,1649.65,0.0
88746,3,14.95,31.0
88754,29,1379.5,0.0
88757,15,1240.34,0.0
88761,16,1049.0,5.0
88769,10,56.8,0.0
88786,16,98.9,6.0
88795,19,2958.45,0.0
8880,10,52.0,15.0
88816,25,147.65,5.0
8882,15,1730.0,0.0
88821,20,645.1,7.0
88830,20,1264.24,0.0
88837,4,28.5,6.0
88846,24,136.45,10.0
88853,17,106.95,8.0
88855,37,283.91,0.0
88859,21,117.7,0.0
88860,20,131.96,0.0
88862,11,53.4,7.0
88863,12,54.7,8.0
88873,22,206.92000000000002,0.0
88875,14,76.95,0.0
88876,10,66.5,0.0
88879,36,228.26,0.0
88885,10,57.5,0.0
88898,23,195.57999999999998,6.0
88908,12,76.5,0.0
8891,10,50.0,5.0
88926,38,1713.6,0.0
88936,21,986.62,0.0
88944,34,2063.7,5.0
88957,17,1151.45,0.0
88964,21,1104.6,0.0
88971,21,150.61,0.0
88987,20,105.0,1.0
88992,13,1063.0,1.0
88996,18,90.65,0.0
89001,10,1170.5,0.0
89042,9,57.0,1.0
89046,11,60.15,6.0
89049,24,127.7,0.0
89050,9,50.5,0.0
8906,16,102.8,1.0
89060,21,115.9,1.0
89061,18,94.25,1.0
89064,15,95.0,0.0
8907,19,408.0,0.0
89073,18,657.0,0.0
89094,7,42.0,5.0
89112,22,3356.5,1.0
89118,3,20.25,4.0
89126,23,290.65,0.0
89127,18,94.9,5.0
8913,26,1491.5,0.0
89140,1,1.45,
89141,7,35.45,4.0
89157,11,551.0,5.0
89173,4,29.0,15.0
89175,36,3017.0,3.0
89181,14,80.0,5.0
89184,14,79.0,0.0
89187,10,56.5,5.0
8919,9,48.35,7.0
89190,33,1078.0,0.0
89203,21,124.58,0.0
89210,13,86.0,0.0
89213,19,115.0,5.0
89215,15,94.0,7.0
89222,13,73.0,0.0
89227,10,59.8,4.0
89229,20,110.4,1.0
89249,12,84.84,0.0
89259,18,95.55,1.0
89264,17,1025.5,0.0
89265,26,1304.5,0.0
89288,15,75.65,0.0
89289,25,149.0,1.0
89294,19,112.5,1.0
8930,11,88.22,4.0
89301,13,73.45,9.0
89305,19,201.24,3.0
8934,17,99.5,7.0
89341,18,89.55,5.0
89350,22,126.65,4.0
89369,31,182.55,5.0
89375,17,979.5799999999999,0.0
89384,28,166.5,0.0
89386,14,112.92,0.0
89393,34,2020.45,6.0
89399,8,41.5,5.0
89410,32,829.0500000000001,3.0
89428,16,104.0,0.0
8943,29,275.26,0.0
89440,25,141.95,0.0
89446,11,66.0,6.0
89451,31,164.05,2.0
89455,20,93.75,2.0
89459,13,89.0,5.0
89461,25,1893.3,4.0
89463,16,90.5,4.0
8947,36,996.36,1.0
89470,33,210.0,1.0
89477,8,45.5,1.0
89478,13,71.5,6.0
89485,16,1907.5,0.0
89487,24,1383.3,0.0
89512,11,80.5,0.0
89517,15,83.8,0.0
89523,26,1277.8500000000001,3.0
89525,13,77.5,0.0
89530,13,76.0,7.0
89534,24,135.5,0.0
89542,27,226.7,2.0
89545,21,122.31,3.0
89570,21,134.45,3.0
89577,28,161.45,0.0
89585,8,48.0,5.0
89586,9,48.5,6.0
89594,24,155.5,0.0
89596,17,109.5,2.0
89599,16,95.5,3.0
89600,32,196.7,0.0
89603,10,58.5,6.0
89619,13,91.65,0.0
89625,20,244.38,0.0
89631,15,89.5,6.0
89632,17,102.5,5.0
89635,20,192.98,0.0
89637,5,690.29,6.0
89638,14,90.0,0.0
8964,22,141.0,0.0
89640,29,166.75,2.0
89644,17,91.1,0.0
89659,20,109.5,3.0
8966,21,140.0,1.0
89660,16,759.0,0.0
89665,17,147.13,0.0
89673,29,901.9,0.0
8968,24,145.5,0.0
89683,21,1124.0,5.0
89685,25,193.74,5.0
89698,8,44.0,0.0
89702,13,62.4,1.0
8971,10,55.8,0.0
89713,6,32.0,23.0
89719,15,176.07999999999998,0.0
89728,17,132.89,1.0
89756,13,67.1,1.0
89759,33,184.63,5.0
89770,10,52.55,0.0
89771,19,1499.5,5.0
89773,31,1195.0,0.0
8978,14,72.65,1.0
89785,32,2132.0,0.0
89789,15,715.5,3.0
8982,6,37.15,3.0
89829,25,1421.1399999999999,5.0
89830,31,170.45,2.0
89833,8,41.6,5.0
8984,9,57.5,5.0
89847,2,18.0,0.0
89848,8,51.5,3.0
89850,26,157.5,3.0
89853,15,86.0,6.0
89872,7,52.5,1.0
89889,15,101.5,0.0
89920,10,49.5,0.0
89922,26,150.5,1.0
89926,21,2097.45,1.0
8994,11,90.28999999999999,6.0
89944,22,136.05,0.0
89957,15,107.22,6.0
89958,26,172.21,1.0
8996,22,128.0,5.0
89962,14,864.5,0.0
89967,21,129.3,0.0
89974,3,11.9,32.0
8998,29,1115.65,5.0
89980,10,58.45,6.0
89982,36,1231.99,0.0
89984,18,118.25,0.0
89985,12,77.0,0.0
89993,8,50.0,7.0
89995,19,114.05,1.0
89996,12,78.0,0.0
89999,40,830.57,0.0
90019,25,205.78,0.0
90028,13,82.0,2.0
9003,15,78.0,2.0
90039,6,31.0,9.0
90045,31,208.9,5.0
90048,29,645.13,0.0
9005,10,52.0,2.0
90057,11,71.9,5.0
90066,23,1359.25,0.0
90068,15,92.5,2.0
90077,21,123.0,0.0
90083,15,94.5,2.0
90092,21,1991.8500000000001,1.0
90098,27,171.0,0.0
90102,11,97.86,5.0
90105,36,183.65,2.0
90147,17,93.9,0.0
9015,18,115.6,4.0
90150,8,42.5,0.0
90153,17,118.18,7.0
90159,4,23.05,20.0
90176,25,117.15,0.0
90179,9,42.0,2.0
90184,12,78.05,0.0
90187,17,1169.0,1.0
90189,7,36.95,7.0
90204,20,464.75,0.0
90213,17,102.0,0.0
90215,20,330.5,0.0
90218,14,75.35,1.0
9022,25,191.55,2.0
90226,21,131.5,2.0
9025,7,42.0,8.0
90269,9,51.0,0.0
9027,5,32.5,0.0
90274,19,110.0,6.0
90276,22,113.25,2.0
9029,9,58.0,5.0
90294,39,1404.85,2.0
9030,22,154.44,0.0
90304,16,93.65,0.0
90305,6,38.0,12.0
90311,28,170.0,0.0
90315,28,182.5,5.0
90324,11,62.5,6.0
90325,16,90.5,0.0
90330,26,156.3,1.0
90333,11,1595.0,3.0
90334,13,1004.78,2.0
90346,24,149.0,0.0
90348,34,192.55,5.0
90352,16,88.5,2.0
90355,20,157.84,6.0
90357,30,186.75,5.0
90365,11,71.0,5.0
90370,19,112.0,0.0
90372,25,854.85,0.0
90388,23,156.96,1.0
90392,5,31.0,6.0
90400,8,42.5,9.0
90404,33,263.03,5.0
90408,17,92.3,6.0
90409,39,22856.25,0.0
9041,15,77.0,4.0
90411,6,44.0,0.0
90413,20,101.7,1.0
90419,21,116.45,4.0
90430,15,105.15,0.0
90435,7,39.0,4.0
90442,25,190.48,0.0
90448,11,66.0,0.0
90475,26,906.25,0.0
9048,43,3732.15,1.0
90482,8,507.5,5.0
90492,26,226.46,1.0
90502,17,102.7,2.0
90505,24,1391.5,0.0
90512,30,188.0,0.0
90516,31,181.5,6.0
90524,24,136.0,6.0
90527,19,97.65,2.0
90533,20,121.5,1.0
90545,3,14.05,7.0
9055,30,182.5,0.0
90550,19,104.5,5.0
90561,14,1169.5,0.0
90563,26,158.5,0.0
90574,18,86.3,0.0
90576,21,132.4,1.0
90601,24,991.5,1.0
90610,17,573.5,0.0
90613,17,93.2,0.0
90619,26,140.5,6.0
90620,24,151.45,4.0
90635,23,161.0,0.0
90638,10,96.2,2.0
9064,11,1211.5,0.0
90641,17,89.45,1.0
90650,21,116.5,5.0
90658,6,1734.15,5.0
90679,24,143.5,0.0
90681,37,2302.0,0.0
90683,30,173.95,5.0
90684,6,37.0,10.0
90688,20,134.96,3.0
90689,12,70.5,0.0
90693,17,144.11,0.0
9070,27,160.75,2.0
90709,7,34.2,4.0
90711,20,118.5,12.0
90714,25,186.48,0.0
90715,20,128.0,0.0
90728,13,84.5,5.0
90733,3,22.5,0.0
9074,40,1797.5300000000002,0.0
90745,9,56.55,1.0
90747,25,138.0,0.0
90749,27,155.0,3.0
9075,14,717.75,0.0
90751,16,1363.75,0.0
90752,4,27.5,0.0
90756,3,19.5,12.0
90758,24,144.25,5.0
9076,11,69.0,10.0
90764,30,166.95,0.0
90768,26,172.0,0.0
90771,24,1006.0,1.0
90781,19,105.0,2.0
90783,20,755.75,0.0
