from_totally_fake_account,monetary,frequency,recency,R_score,F_score,M_score,R Compare,F Compare,M Compare,Category
89184.0,17283.67,1192,0,5,3,2,high,low,low,General development users
89210.0,37608.3,1020,0,5,2,5,high,low,high,Important development customers
89213.0,23318.95,1327,0,5,4,4,high,high,high,important value customers
89215.0,22749.69,866,1,4,1,3,low,low,low,General recall of customers
89249.0,16381.27,1093,0,5,3,1,high,low,low,General development users
89294.0,18649.8,1185,0,5,3,2,high,low,low,General development users
89301.0,27486.15,1221,0,5,3,4,high,low,high,Important development customers
89305.0,14998.23,1173,0,5,3,1,high,low,low,General development users
89350.0,20918.5,1876,0,5,5,3,high,high,low,General value customers
89393.0,34840.37,1182,0,5,3,5,high,low,high,Important development customers
89399.0,20538.96,1289,0,5,4,3,high,high,low,General value customers
89451.0,21139.08,1822,0,5,5,3,high,high,low,General value customers
89455.0,16628.44,1706,0,5,5,1,high,high,low,General value customers
89459.0,17912.21,903,1,4,1,2,low,low,low,General recall of customers
89461.0,28218.19,1345,0,5,4,4,high,high,high,important value customers
89478.0,31853.64,862,1,4,1,5,low,low,high,Important customer recall
89485.0,32747.05,1062,0,5,2,5,high,low,high,Important development customers
89487.0,31865.32,1101,0,5,3,5,high,low,high,Important development customers
89512.0,14736.37,845,2,3,1,1,low,low,low,General recall of customers
89517.0,24709.67,2183,0,5,5,4,high,high,high,important value customers
89525.0,30783.21,908,0,5,1,5,high,low,high,Important development customers
89530.0,30624.1,1029,0,5,2,5,high,low,high,Important development customers
89542.0,20599.18,1007,0,5,2,3,high,low,low,General development users
89545.0,21765.51,1182,0,5,3,3,high,low,low,General development users
89585.0,12912.73,806,2,3,1,1,low,low,low,General recall of customers
89594.0,16546.17,997,1,4,2,1,low,low,low,General recall of customers
89596.0,17293.8,1168,0,5,3,2,high,low,low,General development users
89599.0,17793.85,1206,0,5,3,2,high,low,low,General development users
89603.0,28679.6,985,0,5,2,4,high,low,high,Important development customers
89619.0,18552.57,1193,0,5,3,2,high,low,low,General development users
89625.0,20042.53,1210,0,5,3,3,high,low,low,General development users
89631.0,19065.12,1248,0,5,4,2,high,high,low,General value customers
89637.0,33109.72,1114,0,5,3,5,high,low,high,Important development customers
89638.0,28730.36,1453,0,5,4,4,high,high,high,important value customers
89659.0,29920.87,819,1,4,1,4,low,low,high,Important customer recall
89660.0,32604.7,1553,1,4,4,5,low,high,high,Important to keep customers
89673.0,36759.9,1264,0,5,4,5,high,high,high,important value customers
89698.0,16952.46,1277,0,5,4,1,high,high,low,General value customers
89719.0,17770.84,1192,1,4,3,2,low,low,low,General recall of customers
89728.0,25411.6,1109,0,5,3,4,high,low,high,Important development customers
89756.0,18974.98,1822,0,5,5,2,high,high,low,General value customers
89770.0,20426.67,1696,0,5,5,3,high,high,low,General value customers
89771.0,31747.12,959,0,5,2,5,high,low,high,Important development customers
89830.0,18264.99,1187,1,4,3,2,low,low,low,General recall of customers
89833.0,21086.21,1085,0,5,2,3,high,low,low,General development users
89847.0,29126.59,1285,0,5,4,4,high,high,high,important value customers
89853.0,30561.34,821,0,5,1,5,high,low,high,Important development customers
89889.0,16082.19,1460,0,5,4,1,high,high,low,General value customers
89920.0,19497.3,1106,1,4,3,2,low,low,low,General recall of customers
89944.0,17996.56,920,0,5,1,2,high,low,low,General development users
89957.0,10894.27,706,1,4,1,1,low,low,low,General recall of customers
89967.0,21091.55,2125,0,5,5,3,high,high,low,General value customers
89974.0,34889.75,1064,1,4,2,5,low,low,high,Important customer recall
89980.0,19856.97,1604,0,5,5,3,high,high,low,General value customers
89982.0,32682.56,1319,0,5,4,5,high,high,high,important value customers
89984.0,18852.1,1699,0,5,5,2,high,high,low,General value customers
89985.0,16028.16,997,0,5,2,1,high,low,low,General development users
89993.0,20346.31,900,3,2,1,3,low,low,low,General recall of customers
90028.0,15997.27,1397,0,5,4,1,high,high,low,General value customers
90045.0,14667.79,1623,0,5,5,1,high,high,low,General value customers
90068.0,21435.6,891,1,4,1,3,low,low,low,General recall of customers
90077.0,18283.7,727,1,4,1,2,low,low,low,General recall of customers
90083.0,26368.87,755,3,2,1,4,low,low,high,Important customer recall
90098.0,15380.38,757,0,5,1,1,high,low,low,General development users
90105.0,21164.18,1905,0,5,5,3,high,high,low,General value customers
90147.0,34558.49,1118,1,4,3,5,low,low,high,Important customer recall
90153.0,17051.69,1157,1,4,3,2,low,low,low,General recall of customers
90176.0,22062.21,1665,0,5,5,3,high,high,low,General value customers
90218.0,17794.4,975,0,5,2,2,high,low,low,General development users
90269.0,19432.35,1087,0,5,2,2,high,low,low,General development users
90276.0,19257.69,1757,0,5,5,2,high,high,low,General value customers
90304.0,23445.26,1218,0,5,3,4,high,low,high,Important development customers
90311.0,17633.66,1697,0,5,5,2,high,high,low,General value customers
90330.0,24679.06,1084,0,5,2,4,high,low,high,Important development customers
90334.0,28484.66,911,0,5,1,4,high,low,high,Important development customers
90349.0,23648.96,848,1,4,1,4,low,low,high,Important customer recall
90352.0,18191.06,948,1,4,1,2,low,low,low,General recall of customers
90357.0,18971.37,1163,0,5,3,2,high,low,low,General development users
90388.0,19453.14,1084,0,5,2,2,high,low,low,General development users
90400.0,16802.57,782,1,4,1,1,low,low,low,General recall of customers
90408.0,21024.17,1966,0,5,5,3,high,high,low,General value customers
90409.0,15399.72,997,0,5,2,1,high,low,low,General development users
90435.0,28008.18,936,0,5,1,4,high,low,high,Important development customers
90448.0,20001.04,924,0,5,1,3,high,low,low,General development users
90482.0,26007.15,1051,0,5,2,4,high,low,high,Important development customers
90492.0,19284.11,1106,0,5,3,2,high,low,low,General development users
90502.0,36808.94,1709,0,5,5,5,high,high,high,important value customers
90505.0,33651.65,2173,0,5,5,5,high,high,high,important value customers
90512.0,17708.72,916,0,5,1,2,high,low,low,General development users
90524.0,18921.64,1194,0,5,3,2,high,low,low,General development users
90533.0,14768.71,971,0,5,2,1,high,low,low,General development users
90550.0,26402.21,1656,0,5,5,4,high,high,high,important value customers
90561.0,31365.19,828,1,4,1,5,low,low,high,Important customer recall
90563.0,14574.68,989,0,5,2,1,high,low,low,General development users
90574.0,21351.15,1493,0,5,4,3,high,high,low,General value customers
90576.0,17199.84,1190,0,5,3,2,high,low,low,General development users
90601.0,31311.47,1071,0,5,2,5,high,low,high,Important development customers
90613.0,20630.94,2144,0,5,5,3,high,high,low,General value customers
90620.0,18130.2,1736,0,5,5,2,high,high,low,General value customers
90638.0,10119.21,877,2,3,1,1,low,low,low,General recall of customers
90650.0,19294.23,1113,0,5,3,2,high,low,low,General development users
90681.0,37770.45,1683,0,5,5,5,high,high,high,important value customers
90684.0,18003.78,1045,0,5,2,2,high,low,low,General development users
90689.0,29599.73,739,0,5,1,4,high,low,high,Important development customers
90711.0,26691.12,1030,0,5,2,4,high,low,high,Important development customers
90714.0,21886.75,1066,2,3,2,3,low,low,low,General recall of customers
90715.0,23107.99,1866,0,5,5,4,high,high,high,important value customers
90728.0,19860.2,1152,0,5,3,3,high,low,low,General development users
90745.0,20952.55,1523,0,5,4,3,high,high,low,General value customers
90749.0,17987.670000000002,1106,0,5,3,2,high,low,low,General development users
90751.0,32592.48,1318,0,5,4,5,high,high,high,important value customers
90752.0,24077.71,1191,0,5,3,4,high,low,high,Important development customers
90756.0,12076.45,690,1,4,1,1,low,low,low,General recall of customers
90764.0,19850.98,1620,0,5,5,3,high,high,low,General value customers
90768.0,20809.85,965,2,3,2,3,low,low,low,General recall of customers
90781.0,34819.59,1143,0,5,3,5,high,low,high,Important development customers
90783.0,35161.04,1101,0,5,3,5,high,low,high,Important development customers
90784.0,16839.37,1685,0,5,5,1,high,high,low,General value customers
90817.0,15466.94,1613,0,5,5,1,high,high,low,General value customers
90822.0,17165.84,1135,0,5,3,2,high,low,low,General development users
90829.0,16138.15,1113,0,5,3,1,high,low,low,General development users
90830.0,30025.94,1001,1,4,2,4,low,low,high,Important customer recall
90831.0,20111.71,958,1,4,2,3,low,low,low,General recall of customers
90838.0,20657.37,1135,0,5,3,3,high,low,low,General development users
90840.0,19770.92,1157,0,5,3,3,high,low,low,General development users
90847.0,21355.06,1127,0,5,3,3,high,low,low,General development users
90861.0,14791.02,1548,0,5,4,1,high,high,low,General value customers
90869.0,18552.75,1673,0,5,5,2,high,high,low,General value customers
90877.0,13358.48,1198,0,5,3,1,high,low,low,General development users
90898.0,21396.23,1490,0,5,4,3,high,high,low,General value customers
90903.0,17596.11,1409,0,5,4,2,high,high,low,General value customers
90910.0,17423.28,978,0,5,2,2,high,low,low,General development users
90916.0,15042.43,1348,0,5,4,1,high,high,low,General value customers
90923.0,30198.68,1324,0,5,4,4,high,high,high,important value customers
90931.0,28741.7,1066,1,4,2,4,low,low,high,Important customer recall
90958.0,29777.07,1893,0,5,5,4,high,high,high,important value customers
90963.0,15750.1,1054,0,5,2,1,high,low,low,General development users
91010.0,25051.21,1601,0,5,5,4,high,high,high,important value customers
91014.0,16730.12,986,0,5,2,1,high,low,low,General development users
91035.0,17710.54,1586,0,5,4,2,high,high,low,General value customers
91054.0,13523.0,812,0,5,1,1,high,low,low,General development users
91055.0,35537.59,1654,0,5,5,5,high,high,high,important value customers
91069.0,32173.83,1094,0,5,3,5,high,low,high,Important development customers
91091.0,33054.37,1787,0,5,5,5,high,high,high,important value customers
91096.0,21774.92,1599,0,5,5,3,high,high,low,General value customers
91107.0,16444.65,1034,0,5,2,1,high,low,low,General development users
91110.0,19051.72,969,0,5,2,2,high,low,low,General development users
91124.0,14084.0,1041,0,5,2,1,high,low,low,General development users
91134.0,33890.99,1588,0,5,4,5,high,high,high,important value customers
91145.0,32747.48,1694,0,5,5,5,high,high,high,important value customers
91147.0,16409.84,1249,0,5,4,1,high,high,low,General value customers
91151.0,13620.39,716,1,4,1,1,low,low,low,General recall of customers
91169.0,15967.34,985,0,5,2,1,high,low,low,General development users
91172.0,29741.87,955,0,5,1,4,high,low,high,Important development customers
91174.0,31294.61,1119,1,4,3,5,low,low,high,Important customer recall
91186.0,38912.68,1080,0,5,2,5,high,low,high,Important development customers
91189.0,16361.88,754,0,5,1,1,high,low,low,General development users
91202.0,23760.45,1691,0,5,5,4,high,high,high,important value customers
91212.0,23766.329999999998,1169,0,5,3,4,high,low,high,Important development customers
91230.0,29976.18,1621,0,5,5,4,high,high,high,important value customers
91238.0,19122.81,1029,0,5,2,2,high,low,low,General development users
91245.0,17353.98,1052,1,4,2,2,low,low,low,General recall of customers
91252.0,18371.6,965,2,3,2,2,low,low,low,General recall of customers
91253.0,17232.76,1003,0,5,2,2,high,low,low,General development users
91258.0,34303.42,1053,0,5,2,5,high,low,high,Important development customers
91261.0,19250.96,1078,0,5,2,2,high,low,low,General development users
91264.0,21116.43,1207,1,4,3,3,low,low,low,General recall of customers
91268.0,23538.39,1388,0,5,4,4,high,high,high,important value customers
91276.0,30229.97,953,1,4,1,4,low,low,high,Important customer recall
91294.0,38089.12,1021,0,5,2,5,high,low,high,Important development customers
91305.0,32609.11,783,0,5,1,5,high,low,high,Important development customers
91324.0,29112.19,920,0,5,1,4,high,low,high,Important development customers
91338.0,28479.21,783,3,2,1,4,low,low,high,Important customer recall
91359.0,20352.93,1369,0,5,4,3,high,high,low,General value customers
91360.0,19082.73,1531,0,5,4,2,high,high,low,General value customers
91387.0,18108.37,1214,0,5,3,2,high,low,low,General development users
91393.0,23814.97,1398,0,5,4,4,high,high,high,important value customers
91403.0,19627.4,867,1,4,1,3,low,low,low,General recall of customers
91407.0,18661.85,852,1,4,1,2,low,low,low,General recall of customers
91409.0,21534.44,970,0,5,2,3,high,low,low,General development users
91421.0,17423.3,756,1,4,1,2,low,low,low,General recall of customers
91427.0,32151.89,1290,0,5,4,5,high,high,high,important value customers
91431.0,21560.59,1086,0,5,2,3,high,low,low,General development users
91436.0,20193.33,1058,1,4,2,3,low,low,low,General recall of customers
91447.0,17399.96,841,0,5,1,2,high,low,low,General development users
91456.0,26094.43,938,0,5,1,4,high,low,high,Important development customers
91468.0,31178.739999999998,1325,0,5,4,5,high,high,high,important value customers
91508.0,14923.05,1061,0,5,2,1,high,low,low,General development users
91520.0,37626.74,2056,0,5,5,5,high,high,high,important value customers
91522.0,17497.34,1711,0,5,5,2,high,high,low,General value customers
91532.0,17605.32,1144,0,5,3,2,high,low,low,General development users
91561.0,19063.88,1000,3,2,2,2,low,low,low,General recall of customers
91593.0,15240.39,1849,0,5,5,1,high,high,low,General value customers
91601.0,17939.68,1069,0,5,2,2,high,low,low,General development users
91609.0,20285.12,1312,0,5,4,3,high,high,low,General value customers
91615.0,14810.98,809,0,5,1,1,high,low,low,General development users
